sample,Acidobacteria,Actinobacteria,Bacteroidetes,Firmicutes,Nitrospirae,Planctomycetes,Proteobacteria,Cyanobacteria,Verrucomicrobia,Fusobacteria,Synergistetes,Fibrobacteres,Deinococcus.Thermus,Spirochaetes,Aquificae,Deferribacteres,Chlorobi,Chloroflexi,Ignavibacteriae,Balneolaeota,Tenericutes
2229.S2.T22.ES5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.34375,0,0,0,0.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T22.PS1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.5625,0,0,0,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T22.PS2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.357142857,0,0,0,0.642857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T22.PS3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.34375,0,0,0,0.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T22.PS5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.EH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.125,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.181818182,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.111111111,0,0,0,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.ES1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.ES2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.025641026,0.384615385,0,0,0,0.58974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.ES3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.428571429,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.ES4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.391304348,0,0,0,0.608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.ES5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.291666667,0.041666667,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.379310345,0,0,0,0.620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.PH10.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.266666667,0,0,0,0.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.454545455,0,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.214285714,0,0,0,0.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.PH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.PH6.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.PH7.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.363636364,0,0,0,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.PH8.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.PH9.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.214285714,0,0,0,0.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T23.PS1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.4.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.421052632,0,0,0,0.578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.4.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.181818182,0.045454545,0,0,0.772727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.4.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.380952381,0,0,0,0.619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.4.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.409090909,0,0,0,0.590909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.5.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.363636364,0,0,0,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.5.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.444444444,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.5.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.357142857,0.071428571,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.5.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.4,0.05,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.5.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.35,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.6.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.384615385,0,0,0,0.615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.6.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.235294118,0.058823529,0,0,0.705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.6.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.214285714,0,0,0,0.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.6.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.304347826,0.043478261,0,0,0.652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T3.6.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.307692308,0,0,0,0.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.EH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.222222222,0,0,0,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.EH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.037037037,0.148148148,0,0,0,0.814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.214285714,0,0,0,0.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.214285714,0,0,0,0.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.24,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.277777778,0,0,0,0.722222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.045454545,0.181818182,0,0,0,0.772727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.PH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.263157895,0,0,0,0.736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.PS1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.444444444,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.PS3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.482758621,0,0,0,0.517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T31.PS4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.518518519,0,0,0,0.481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T32.EH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.235294118,0.058823529,0,0,0.705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T32.EH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.238095238,0,0,0,0.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T32.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.3125,0,0,0,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T32.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T32.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.375,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T32.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T32.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.210526316,0,0,0,0.789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T32.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.222222222,0,0,0,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T32.PS3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.384615385,0,0,0,0.615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T32.PS5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.416666667,0,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T33.EH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.238095238,0.047619048,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T33.EH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.428571429,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T33.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.181818182,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T33.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.035714286,0.5,0,0,0,0.464285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T33.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.090909091,0,0,0,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T33.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.166666667,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T33.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.157894737,0,0,0,0.842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T33.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.1,0.1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.S2.T33.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.136363636,0,0,0,0.863636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.1.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.1.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.28,0,0,0,0.68,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.1.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.166666667,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.1.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.166666667,0,0,0,0.8,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.1.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.25,0,0,0,0.7,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.1.SE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.411764706,0,0,0,0.588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.1.SE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.444444444,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.1.SE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.1.SE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.444444444,0,0,0,0.518518519,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.2.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.176470588,0,0,0,0.764705882,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.2.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.222222222,0,0,0,0.666666667,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.2.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.166666667,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.2.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.285714286,0,0,0,0.666666667,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.2.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.3,0,0,0,0.65,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.2.SE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.611111111,0,0,0,0.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.2.SE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.351351351,0,0,0,0.621621622,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.2.SE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.4375,0,0,0,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.2.SE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.037037037,0.333333333,0,0,0,0.62962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.2.SE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.458333333,0,0,0,0.5,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.3.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.076923077,0,0,0,0.846153846,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.3.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.272727273,0,0,0,0.636363636,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.3.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.16,0,0,0,0.8,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.3.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.133333333,0,0,0,0.8,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0
2229.T.B.I.3.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.315789474,0,0,0,0.631578947,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.1.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.272727273,0,0,0,0.727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.1.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.210526316,0,0,0,0.736842105,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.1.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.25,0,0,0,0.666666667,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.1.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.1.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.346153846,0,0,0,0.615384615,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.1.SE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.428571429,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.1.SE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.409090909,0,0,0,0.590909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.1.SE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.1.SE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.363636364,0,0,0,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.2.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.25,0,0,0,0.625,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.2.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.214285714,0,0,0,0.75,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.2.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.307692308,0,0,0,0.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.2.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.2.SE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.35,0,0,0,0.6,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.2.SE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.277777778,0,0,0,0.722222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.2.SE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.421052632,0,0,0,0.526315789,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.3.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.304347826,0,0,0,0.652173913,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.3.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.3.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.3.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.222222222,0,0,0,0.722222222,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.3.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.272727273,0.03030303,0,0,0.666666667,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.3.SE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.333333333,0,0,0,0.62962963,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.3.SE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.473684211,0,0,0,0.526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.3.SE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.384615385,0,0,0,0.576923077,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.3.SE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.416666667,0,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.T.L.B.3.SE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0,0.523809524,0,0,0,0.476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.071428571,0.142857143,0.071428571,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.137931034,0.24137931,0.137931034,0,0,0.448275862,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.090909091,0.045454545,0.363636364,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.054054054,0.135135135,0.108108108,0,0,0.675675676,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.111111111,0.138888889,0.166666667,0,0,0.555555556,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.214285714,0.214285714,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.333333333,0.222222222,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.166666667,0.083333333,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.HP5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.125,0.25,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.SE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.083333333,0.375,0.041666667,0,0,0.458333333,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.SE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.058823529,0.470588235,0.058823529,0,0,0.411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.SE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.055555556,0.277777778,0.055555556,0,0,0.583333333,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.SE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.08,0.32,0.04,0,0,0.52,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.4.SE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,0,0.058823529,0.352941176,0.058823529,0,0,0.529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.5.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.217391304,0.086956522,0,0,0.652173913,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.5.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.571428571,0,0,0,0.285714286,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.5.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.230769231,0,0,0,0.692307692,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.5.HP4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.5,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.5.HP5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.095238095,0.047619048,0,0,0.80952381,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.6.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.210526316,0.052631579,0,0,0.736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.1875,0.125,0,0,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.6.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.1875,0.0625,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.6.HP4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.172413793,0.034482759,0,0,0.793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.6.HP5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.3125,0,0,0,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.6.SP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.428571429,0.071428571,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.6.SP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229.W1.N1.6.SP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,0,0,0.181818182,0,0,0,0.727272727,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0
